length 256," batch 1048576"
256," fft_test_len_256_factors_8_4_8_wgs_256_tpt_256"," 11.3ms "
256," fft_test_len_256_factors_2_2_2_4_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 11.4ms "
256," fft_test_len_256_factors_2_2_2_4_4_2_wgs_256_tpt_256_halfLds_dirReg"," 11.4ms "
256," fft_test_len_256_factors_4_2_8_2_2_wgs_256_tpt_256_dirReg"," 11.4ms "
256," fft_test_len_256_factors_4_16_2_2_wgs_128_tpt_128"," 11.4ms "
256," fft_test_len_256_factors_2_8_16_wgs_128_tpt_128_halfLds_dirReg"," 11.4ms "
256," fft_test_len_256_factors_8_8_4_wgs_256_tpt_256_halfLds_dirReg"," 11.4ms "
256," fft_test_len_256_factors_2_2_2_2_2_4_2_wgs_256_tpt_256_halfLds_dirReg"," 11.5ms "
256," fft_test_len_256_factors_2_2_2_2_2_8_wgs_256_tpt_256_halfLds_dirReg"," 11.5ms "
256," fft_test_len_256_factors_2_2_2_2_2_8_wgs_256_tpt_256_dirReg"," 11.5ms "
256," fft_test_len_256_factors_2_4_2_2_2_4_wgs_256_tpt_256"," 11.5ms "
256," fft_test_len_256_factors_2_16_2_2_2_wgs_128_tpt_128_dirReg"," 11.5ms "
256," fft_test_len_256_factors_2_8_2_2_4_wgs_256_tpt_256_dirReg"," 11.5ms "
256," fft_test_len_256_factors_2_2_2_2_2_2_4_wgs_256_tpt_256"," 11.6ms "
256," fft_test_len_256_factors_4_2_2_8_2_wgs_256_tpt_256_dirReg"," 11.6ms "
256," fft_test_len_256_factors_2_4_16_2_wgs_128_tpt_128_dirReg"," 11.6ms "
256," fft_test_len_256_factors_4_2_8_4_wgs_256_tpt_256_halfLds_dirReg"," 11.6ms "
256," fft_test_len_256_factors_8_16_2_wgs_128_tpt_128"," 11.6ms "
256," fft_test_len_256_factors_2_2_2_4_2_4_wgs_256_tpt_256"," 11.7ms "
256," fft_test_len_256_factors_2_2_4_2_2_4_wgs_256_tpt_256"," 11.7ms "
256," fft_test_len_256_factors_2_4_2_4_4_wgs_256_tpt_256"," 11.7ms "
256," fft_test_len_256_factors_2_8_2_8_wgs_256_tpt_256_dirReg"," 11.7ms "
256," fft_test_len_256_factors_4_8_2_4_wgs_256_tpt_256_halfLds_dirReg"," 11.7ms "
256," fft_test_len_256_factors_4_8_8_wgs_256_tpt_256_halfLds_dirReg"," 11.7ms "
256," fft_test_len_256_factors_2_2_2_2_2_2_2_2_wgs_256_tpt_256"," 11.8ms "
256," fft_test_len_256_factors_2_2_2_2_4_4_wgs_256_tpt_256"," 11.8ms "
256," fft_test_len_256_factors_2_2_4_4_4_wgs_256_tpt_256"," 11.8ms "
256," fft_test_len_256_factors_2_4_4_2_4_wgs_256_tpt_256"," 11.8ms "
256," fft_test_len_256_factors_4_4_2_8_wgs_256_tpt_256"," 11.8ms "
256," fft_test_len_256_factors_8_2_16_wgs_128_tpt_128"," 11.8ms "
256," fft_test_len_256_factors_2_2_2_2_2_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 11.9ms "
256," fft_test_len_256_factors_2_2_2_2_2_4_2_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_2_2_2_2_4_2_2_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_2_2_2_4_2_2_2_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_2_4_2_2_2_2_2_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_2_4_2_2_4_2_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_2_4_2_4_2_2_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_4_2_2_16_wgs_128_tpt_128"," 11.9ms "
256," fft_test_len_256_factors_8_2_2_8_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_4_2_4_8_wgs_256_tpt_256"," 11.9ms "
256," fft_test_len_256_factors_2_16_8_wgs_128_tpt_128_dirReg"," 11.9ms "
256," fft_test_len_256_factors_2_2_4_2_2_2_2_wgs_256_tpt_256"," 12ms "
256," fft_test_len_256_factors_2_4_4_2_2_2_wgs_256_tpt_256"," 12ms "
256," fft_test_len_256_factors_2_2_2_2_16_wgs_128_tpt_128"," 12ms "
256," fft_test_len_256_factors_2_16_2_4_wgs_128_tpt_128_halfLds_dirReg"," 12ms "
256," fft_test_len_256_factors_8_16_2_wgs_128_tpt_128_halfLds_dirReg"," 12ms "
256," fft_test_len_256_factors_2_2_2_4_4_2_wgs_256_tpt_256"," 12.1ms "
256," fft_test_len_256_factors_2_2_4_4_2_2_wgs_256_tpt_256"," 12.1ms "
256," fft_test_len_256_factors_2_4_8_2_2_wgs_256_tpt_256_dirReg"," 12.1ms "
256," fft_test_len_256_factors_4_2_2_2_8_wgs_256_tpt_256"," 12.1ms "
256," fft_test_len_256_factors_2_4_4_4_2_wgs_256_tpt_256"," 12.1ms "
256," fft_test_len_256_factors_2_4_16_2_wgs_128_tpt_128"," 12.1ms "
256," fft_test_len_256_factors_4_2_16_2_wgs_128_tpt_128"," 12.1ms "
256," fft_test_len_256_factors_2_2_4_2_4_2_wgs_256_tpt_256"," 12.2ms "
256," fft_test_len_256_factors_2_4_2_16_wgs_128_tpt_128"," 12.3ms "
256," fft_test_len_256_factors_2_4_4_8_wgs_256_tpt_256"," 12.3ms "
256," fft_test_len_256_factors_2_16_8_wgs_128_tpt_128_halfLds_dirReg"," 12.3ms "
256," fft_test_len_256_factors_2_2_2_16_2_wgs_128_tpt_128_dirReg"," 12.4ms "
256," fft_test_len_256_factors_2_2_4_8_2_wgs_256_tpt_256_dirReg"," 12.4ms "
256," fft_test_len_256_factors_2_4_2_8_2_wgs_256_tpt_256_dirReg"," 12.4ms "
256," fft_test_len_256_factors_2_8_2_4_2_wgs_256_tpt_256_dirReg"," 12.4ms "
256," fft_test_len_256_factors_2_8_4_2_2_wgs_256_tpt_256_dirReg"," 12.4ms "
256," fft_test_len_256_factors_4_2_2_8_2_wgs_256_tpt_256_halfLds_dirReg"," 12.4ms "
256," fft_test_len_256_factors_2_2_4_16_wgs_128_tpt_128"," 12.4ms "
256," fft_test_len_256_factors_2_16_2_4_wgs_128_tpt_128"," 12.4ms "
256," fft_test_len_256_factors_8_8_2_2_wgs_256_tpt_256_halfLds_dirReg"," 12.4ms "
256," fft_test_len_256_factors_8_8_4_wgs_256_tpt_256"," 12.4ms "
256," fft_test_len_256_factors_2_8_2_2_2_2_wgs_256_tpt_256_dirReg"," 12.5ms "
256," fft_test_len_256_factors_2_2_8_2_4_wgs_256_tpt_256_dirReg"," 12.5ms "
256," fft_test_len_256_factors_4_2_8_2_2_wgs_256_tpt_256_halfLds_dirReg"," 12.5ms "
256," fft_test_len_256_factors_4_8_4_2_wgs_256_tpt_256_halfLds_dirReg"," 12.5ms "
256," fft_test_len_256_factors_2_2_16_2_2_wgs_128_tpt_128_dirReg"," 12.6ms "
256," fft_test_len_256_factors_2_16_2_2_2_wgs_128_tpt_128"," 12.6ms "
256," fft_test_len_256_factors_2_8_4_4_wgs_256_tpt_256_halfLds_dirReg"," 12.6ms "
256," fft_test_len_256_factors_4_4_8_2_wgs_256_tpt_256_halfLds_dirReg"," 12.6ms "
256," fft_test_len_256_factors_4_8_2_4_wgs_256_tpt_256"," 12.6ms "
256," fft_test_len_256_factors_2_16_4_2_wgs_128_tpt_128_dirReg"," 12.7ms "
256," fft_test_len_256_factors_8_2_8_2_wgs_256_tpt_256_halfLds_dirReg"," 12.7ms "
256," fft_test_len_256_factors_16_4_4_wgs_256_tpt_256_dirReg"," 12.7ms "
256," fft_test_len_256_factors_2_2_2_4_8_wgs_256_tpt_256"," 12.8ms "
256," fft_test_len_256_factors_2_4_2_2_8_wgs_256_tpt_256"," 12.8ms "
256," fft_test_len_256_factors_2_2_16_4_wgs_128_tpt_128_dirReg"," 12.8ms "
256," fft_test_len_256_factors_4_2_8_4_wgs_256_tpt_256"," 12.8ms "
256," fft_test_len_256_factors_2_8_16_wgs_128_tpt_128"," 12.8ms "
256," fft_test_len_256_factors_2_2_2_8_4_wgs_256_tpt_256_dirReg"," 12.9ms "
256," fft_test_len_256_factors_2_2_4_2_8_wgs_256_tpt_256"," 12.9ms "
256," fft_test_len_256_factors_2_16_4_2_wgs_128_tpt_128_halfLds_dirReg"," 12.9ms "
256," fft_test_len_256_factors_2_2_8_8_wgs_256_tpt_256_dirReg"," 12.9ms "
256," fft_test_len_256_factors_8_8_2_2_wgs_256_tpt_256"," 12.9ms "
256," fft_test_len_256_factors_4_4_8_2_wgs_256_tpt_256"," 12.9ms "
256," fft_test_len_256_factors_4_8_4_2_wgs_256_tpt_256"," 12.9ms "
256," fft_test_len_256_factors_4_8_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 13ms "
256," fft_test_len_256_factors_4_8_2_2_2_wgs_256_tpt_256"," 13ms "
256," fft_test_len_256_factors_2_4_8_4_wgs_256_tpt_256_halfLds_dirReg"," 13ms "
256," fft_test_len_256_factors_2_8_2_8_wgs_256_tpt_256_halfLds_dirReg"," 13.1ms "
256," fft_test_len_256_factors_4_4_16_wgs_256_tpt_256_dirReg"," 13.1ms "
256," fft_test_len_256_factors_4_8_8_wgs_256_tpt_256"," 13.1ms "
256," fft_test_len_256_factors_2_2_16_2_2_wgs_128_tpt_128"," 13.2ms "
256," fft_test_len_256_factors_2_8_2_2_4_wgs_256_tpt_256_halfLds_dirReg"," 13.2ms "
256," fft_test_len_256_factors_8_2_8_2_wgs_256_tpt_256"," 13.2ms "
256," fft_test_len_256_factors_2_4_8_4_wgs_256_tpt_256"," 13.2ms "
256," fft_test_len_256_factors_2_8_4_4_wgs_256_tpt_256"," 13.2ms "
256," fft_test_len_256_factors_2_2_2_16_2_wgs_128_tpt_128"," 13.3ms "
256," fft_test_len_256_factors_2_8_2_2_4_wgs_256_tpt_256"," 13.3ms "
256," fft_test_len_256_factors_2_16_4_2_wgs_128_tpt_128"," 13.3ms "
256," fft_test_len_256_factors_8_2_16_wgs_256_tpt_256_dirReg"," 13.3ms "
256," fft_test_len_256_factors_2_2_8_2_2_2_wgs_256_tpt_256_dirReg"," 13.4ms "
256," fft_test_len_256_factors_2_2_8_4_2_wgs_256_tpt_256_dirReg"," 13.4ms "
256," fft_test_len_256_factors_4_2_2_8_2_wgs_256_tpt_256"," 13.4ms "
256," fft_test_len_256_factors_16_2_8_wgs_256_tpt_256_dirReg"," 13.4ms "
256," fft_test_len_256_factors_4_2_8_2_2_wgs_256_tpt_256"," 13.5ms "
256," fft_test_len_256_factors_16_2_2_4_wgs_256_tpt_256_dirReg"," 13.5ms "
256," fft_test_len_256_factors_2_2_2_8_2_2_wgs_256_tpt_256_dirReg"," 13.6ms "
256," fft_test_len_256_factors_2_2_2_2_8_2_wgs_256_tpt_256_dirReg"," 13.7ms "
256," fft_test_len_256_factors_2_4_8_2_2_wgs_256_tpt_256"," 13.7ms "
256," fft_test_len_256_factors_2_8_4_2_2_wgs_256_tpt_256"," 13.7ms "
256," fft_test_len_256_factors_2_16_8_wgs_128_tpt_128"," 13.7ms "
256," fft_test_len_256_factors_2_2_8_2_4_wgs_256_tpt_256_halfLds_dirReg"," 13.8ms "
256," fft_test_len_256_factors_2_4_2_8_2_wgs_256_tpt_256"," 13.8ms "
256," fft_test_len_256_factors_2_8_2_4_2_wgs_256_tpt_256"," 13.8ms "
256," fft_test_len_256_factors_2_2_16_4_wgs_128_tpt_128"," 13.8ms "
256," fft_test_len_256_factors_2_8_8_2_wgs_256_tpt_256_dirReg"," 13.8ms "
256," fft_test_len_256_factors_2_8_2_2_2_2_wgs_256_tpt_256"," 13.9ms "
256," fft_test_len_256_factors_2_2_2_8_4_wgs_256_tpt_256_halfLds_dirReg"," 13.9ms "
256," fft_test_len_256_factors_2_8_4_2_2_wgs_256_tpt_256_halfLds_dirReg"," 13.9ms "
256," fft_test_len_256_factors_2_2_8_8_wgs_256_tpt_256_halfLds_dirReg"," 13.9ms "
256," fft_test_len_256_factors_2_8_2_8_wgs_256_tpt_256"," 13.9ms "
256," fft_test_len_256_factors_2_2_4_8_2_wgs_256_tpt_256"," 14ms "
256," fft_test_len_256_factors_2_4_8_2_2_wgs_256_tpt_256_halfLds_dirReg"," 14ms "
256," fft_test_len_256_factors_2_4_2_8_2_wgs_256_tpt_256_halfLds_dirReg"," 14.1ms "
256," fft_test_len_256_factors_2_8_2_4_2_wgs_256_tpt_256_halfLds_dirReg"," 14.1ms "
256," fft_test_len_256_factors_4_16_2_2_wgs_128_tpt_128_halfLds_dirReg"," 14.1ms "
256," fft_test_len_256_factors_2_2_16_4_wgs_128_tpt_128_halfLds_dirReg"," 14.2ms "
256," fft_test_len_256_factors_2_2_2_2_2_8_wgs_256_tpt_256"," 14.3ms "
256," fft_test_len_256_factors_2_2_2_16_2_wgs_128_tpt_128_halfLds_dirReg"," 14.3ms "
256," fft_test_len_256_factors_2_16_2_2_2_wgs_128_tpt_128_halfLds_dirReg"," 14.3ms "
256," fft_test_len_256_factors_2_2_4_8_2_wgs_256_tpt_256_halfLds_dirReg"," 14.3ms "
256," fft_test_len_256_factors_16_4_2_2_wgs_256_tpt_256_dirReg"," 14.3ms "
256," fft_test_len_256_factors_2_8_2_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 14.4ms "
256," fft_test_len_256_factors_16_2_4_2_wgs_256_tpt_256_dirReg"," 14.4ms "
256," fft_test_len_256_factors_2_2_16_2_2_wgs_128_tpt_128_halfLds_dirReg"," 14.5ms "
256," fft_test_len_256_factors_16_2_2_2_2_wgs_256_tpt_256_dirReg"," 14.5ms "
256," fft_test_len_256_factors_4_2_16_2_wgs_128_tpt_128_halfLds_dirReg"," 14.5ms "
256," fft_test_len_256_factors_4_2_2_16_wgs_256_tpt_256_dirReg"," 14.6ms "
256," fft_test_len_256_factors_2_2_2_8_2_2_wgs_256_tpt_256_halfLds_dirReg"," 14.7ms "
256," fft_test_len_256_factors_16_4_4_wgs_256_tpt_256_halfLds_dirReg"," 14.7ms "
256," fft_test_len_256_factors_2_2_8_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 14.9ms "
256," fft_test_len_256_factors_2_2_8_4_2_wgs_256_tpt_256_halfLds_dirReg"," 14.9ms "
256," fft_test_len_256_factors_2_2_2_2_8_2_wgs_256_tpt_256_halfLds_dirReg"," 15ms "
256," fft_test_len_256_factors_2_2_8_8_wgs_256_tpt_256"," 15ms "
256," fft_test_len_256_factors_2_2_2_8_4_wgs_256_tpt_256"," 15.1ms "
256," fft_test_len_256_factors_2_2_8_2_4_wgs_256_tpt_256"," 15.1ms "
256," fft_test_len_256_factors_2_4_2_16_wgs_256_tpt_256_dirReg"," 15.1ms "
256," fft_test_len_256_factors_2_8_8_2_wgs_256_tpt_256_halfLds_dirReg"," 15.1ms "
256," fft_test_len_256_factors_2_8_8_2_wgs_256_tpt_256"," 15.1ms "
256," fft_test_len_256_factors_16_4_4_wgs_256_tpt_256"," 15.2ms "
256," fft_test_len_256_factors_2_2_8_2_2_2_wgs_256_tpt_256"," 15.3ms "
256," fft_test_len_256_factors_16_8_2_wgs_256_tpt_256_dirReg"," 15.3ms "
256," fft_test_len_256_factors_2_2_8_4_2_wgs_256_tpt_256"," 15.5ms "
256," fft_test_len_256_factors_2_4_16_2_wgs_128_tpt_128_halfLds_dirReg"," 15.5ms "
256," fft_test_len_256_factors_2_2_2_2_8_2_wgs_256_tpt_256"," 15.6ms "
256," fft_test_len_256_factors_16_2_8_wgs_256_tpt_256_halfLds_dirReg"," 15.6ms "
256," fft_test_len_256_factors_16_16_wgs_256_tpt_256_dirReg"," 15.6ms "
256," fft_test_len_256_factors_2_2_2_8_2_2_wgs_256_tpt_256"," 15.7ms "
256," fft_test_len_256_factors_2_8_16_wgs_256_tpt_256_dirReg"," 15.7ms "
256," fft_test_len_256_factors_2_2_4_16_wgs_256_tpt_256_dirReg"," 15.8ms "
256," fft_test_len_256_factors_4_4_16_wgs_256_tpt_256_halfLds_dirReg"," 15.9ms "
256," fft_test_len_256_factors_16_2_2_2_2_wgs_256_tpt_256"," 16ms "
256," fft_test_len_256_factors_16_4_2_2_wgs_256_tpt_256"," 16ms "
256," fft_test_len_256_factors_8_2_16_wgs_256_tpt_256_halfLds_dirReg"," 16.1ms "
256," fft_test_len_256_factors_16_2_8_wgs_256_tpt_256"," 16.3ms "
256," fft_test_len_256_factors_16_2_2_4_wgs_256_tpt_256_halfLds_dirReg"," 16.5ms "
256," fft_test_len_256_factors_16_16_wgs_256_tpt_256_halfLds_dirReg"," 16.8ms "
256," fft_test_len_256_factors_16_2_4_2_wgs_256_tpt_256_halfLds_dirReg"," 17.3ms "
256," fft_test_len_256_factors_16_4_2_2_wgs_256_tpt_256_halfLds_dirReg"," 17.3ms "
256," fft_test_len_256_factors_16_8_2_wgs_256_tpt_256_halfLds_dirReg"," 17.4ms "
256," fft_test_len_256_factors_16_2_2_4_wgs_256_tpt_256"," 17.5ms "
256," fft_test_len_256_factors_16_8_2_wgs_256_tpt_256"," 17.6ms "
256," fft_test_len_256_factors_16_2_4_2_wgs_256_tpt_256"," 18ms "
256," fft_test_len_256_factors_4_2_2_16_wgs_256_tpt_256_halfLds_dirReg"," 18.2ms "
256," fft_test_len_256_factors_16_2_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 18.7ms "
256," fft_test_len_256_factors_2_4_2_16_wgs_256_tpt_256_halfLds_dirReg"," 19ms "
256," fft_test_len_256_factors_2_2_2_2_16_wgs_256_tpt_256_dirReg"," 19.1ms "
256," fft_test_len_256_factors_2_8_16_wgs_256_tpt_256_halfLds_dirReg"," 19.1ms "
256," fft_test_len_256_factors_2_2_4_16_wgs_256_tpt_256_halfLds_dirReg"," 19.2ms "
256," fft_test_len_256_factors_4_4_16_wgs_256_tpt_256"," 20ms "
256," fft_test_len_256_factors_4_16_2_2_wgs_256_tpt_256_dirReg"," 20.3ms "
256," fft_test_len_256_factors_2_2_2_2_16_wgs_256_tpt_256_halfLds_dirReg"," 20.4ms "
256," fft_test_len_256_factors_2_16_2_2_2_wgs_256_tpt_256_dirReg"," 20.5ms "
256," fft_test_len_256_factors_8_2_16_wgs_256_tpt_256"," 20.5ms "
256," fft_test_len_256_factors_4_2_2_16_wgs_256_tpt_256"," 20.8ms "
256," fft_test_len_256_factors_2_16_8_wgs_256_tpt_256_dirReg"," 21ms "
256," fft_test_len_256_factors_16_16_wgs_256_tpt_256"," 21ms "
256," fft_test_len_256_factors_2_4_2_16_wgs_256_tpt_256"," 21.1ms "
256," fft_test_len_256_factors_4_2_16_2_wgs_256_tpt_256_dirReg"," 21.1ms "
256," fft_test_len_256_factors_2_2_4_16_wgs_256_tpt_256"," 21.2ms "
256," fft_test_len_256_factors_2_2_2_2_16_wgs_256_tpt_256"," 21.8ms "
256," fft_test_len_256_factors_2_4_16_2_wgs_256_tpt_256_dirReg"," 21.8ms "
256," fft_test_len_256_factors_4_16_4_wgs_256_tpt_256_halfLds_dirReg"," 21.8ms "
256," fft_test_len_256_factors_4_16_4_wgs_256_tpt_256_dirReg"," 21.9ms "
256," fft_test_len_256_factors_2_8_16_wgs_256_tpt_256"," 22ms "
256," fft_test_len_256_factors_8_16_2_wgs_256_tpt_256_dirReg"," 22.3ms "
256," fft_test_len_256_factors_2_16_2_4_wgs_256_tpt_256_dirReg"," 22.5ms "
256," fft_test_len_256_factors_2_16_8_wgs_256_tpt_256_halfLds_dirReg"," 22.6ms "
256," fft_test_len_256_factors_8_16_2_wgs_256_tpt_256_halfLds_dirReg"," 22.9ms "
256," fft_test_len_256_factors_2_16_2_4_wgs_256_tpt_256_halfLds_dirReg"," 23.2ms "
256," fft_test_len_256_factors_4_16_2_2_wgs_256_tpt_256_halfLds_dirReg"," 23.2ms "
256," fft_test_len_256_factors_2_16_4_2_wgs_256_tpt_256_dirReg"," 23.3ms "
256," fft_test_len_256_factors_8_16_2_wgs_256_tpt_256"," 23.9ms "
256," fft_test_len_256_factors_2_16_4_2_wgs_256_tpt_256_halfLds_dirReg"," 24ms "
256," fft_test_len_256_factors_2_16_2_4_wgs_256_tpt_256"," 24.1ms "
256," fft_test_len_256_factors_4_16_4_wgs_256_tpt_256"," 24.3ms "
256," fft_test_len_256_factors_2_2_16_4_wgs_256_tpt_256_dirReg"," 24.5ms "
256," fft_test_len_256_factors_2_16_2_2_2_wgs_256_tpt_256"," 24.7ms "
256," fft_test_len_256_factors_4_16_2_2_wgs_256_tpt_256"," 24.7ms "
256," fft_test_len_256_factors_2_16_8_wgs_256_tpt_256"," 24.7ms "
256," fft_test_len_256_factors_2_16_4_2_wgs_256_tpt_256"," 24.8ms "
256," fft_test_len_256_factors_2_2_16_2_2_wgs_256_tpt_256_dirReg"," 24.9ms "
256," fft_test_len_256_factors_4_2_16_2_wgs_256_tpt_256"," 24.9ms "
256," fft_test_len_256_factors_2_16_2_2_2_wgs_256_tpt_256_halfLds_dirReg"," 25.1ms "
256," fft_test_len_256_factors_2_2_16_4_wgs_256_tpt_256_halfLds_dirReg"," 25.4ms "
256," fft_test_len_256_factors_2_4_16_2_wgs_256_tpt_256"," 25.5ms "
256," fft_test_len_256_factors_2_2_2_16_2_wgs_256_tpt_256_dirReg"," 25.6ms "
256," fft_test_len_256_factors_2_4_16_2_wgs_256_tpt_256_halfLds_dirReg"," 25.6ms "
256," fft_test_len_256_factors_2_2_16_2_2_wgs_256_tpt_256_halfLds_dirReg"," 25.9ms "
256," fft_test_len_256_factors_2_2_16_4_wgs_256_tpt_256"," 26.2ms "
256," fft_test_len_256_factors_2_2_2_16_2_wgs_256_tpt_256_halfLds_dirReg"," 26.3ms "
256," fft_test_len_256_factors_2_2_16_2_2_wgs_256_tpt_256"," 26.3ms "
256," fft_test_len_256_factors_2_2_2_16_2_wgs_256_tpt_256"," 27.2ms "
256," fft_test_len_256_factors_4_2_16_2_wgs_256_tpt_256_halfLds_dirReg"," 27.3ms "
"  NS(length= 256"," workgroup_size= 64"," threads_per_transform=64"," factors=(8"," 2"," 2"," 2"," 2"," 2)"," half_lds=False"," direct_to_from_reg=False best_time",5.33
factorization 1 of 15
factorization 2 of 15
factorization 3 of 15
factorization 4 of 15
factorization 5 of 15
factorization 6 of 15
factorization 7 of 15
factorization 8 of 15
factorization 9 of 15
factorization 10 of 15
factorization 11 of 15
factorization 12 of 15
factorization 13 of 15
factorization 14 of 15
factorization 15 of 15