Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_ACTIVE_INST_VALU,SQ_INSTS_FLAT_LDS_ONLY,SQ_INSTS_LDS,SQ_INSTS_VALU,SQ_INSTS_VMEM_RD,SQ_INSTS_VMEM_WR,SQ_LDS_BANK_CONFLICT,SQ_WAIT_INST_LDS,TA_FLAT_READ_WAVEFRONTS[0],TA_FLAT_READ_WAVEFRONTS[1],TA_FLAT_READ_WAVEFRONTS[2],TA_FLAT_READ_WAVEFRONTS[3],TA_FLAT_READ_WAVEFRONTS[4],TA_FLAT_READ_WAVEFRONTS[5],TA_FLAT_READ_WAVEFRONTS[6],TA_FLAT_READ_WAVEFRONTS[7],TA_FLAT_READ_WAVEFRONTS[8],TA_FLAT_READ_WAVEFRONTS[9],TA_FLAT_READ_WAVEFRONTS[10],TA_FLAT_READ_WAVEFRONTS[11],TA_FLAT_READ_WAVEFRONTS[12],TA_FLAT_READ_WAVEFRONTS[13],TA_FLAT_READ_WAVEFRONTS[14],TA_FLAT_READ_WAVEFRONTS[15],TA_TA_BUSY[0],TA_TA_BUSY[1],TA_TA_BUSY[2],TA_TA_BUSY[3],TA_TA_BUSY[4],TA_TA_BUSY[5],TA_TA_BUSY[6],TA_TA_BUSY[7],TA_TA_BUSY[8],TA_TA_BUSY[9],TA_TA_BUSY[10],TA_TA_BUSY[11],TA_TA_BUSY[12],TA_TA_BUSY[13],TA_TA_BUSY[14],TA_TA_BUSY[15],TCC_EA_WRREQ_STALL[0],TCC_EA_WRREQ_STALL[1],TCC_EA_WRREQ_STALL[2],TCC_EA_WRREQ_STALL[3],TCC_EA_WRREQ_STALL[4],TCC_EA_WRREQ_STALL[5],TCC_EA_WRREQ_STALL[6],TCC_EA_WRREQ_STALL[7],TCC_EA_WRREQ_STALL[8],TCC_EA_WRREQ_STALL[9],TCC_EA_WRREQ_STALL[10],TCC_EA_WRREQ_STALL[11],TCC_EA_WRREQ_STALL[12],TCC_EA_WRREQ_STALL[13],TCC_EA_WRREQ_STALL[14],TCC_EA_WRREQ_STALL[15],TCC_EA1_WRREQ_STALL[0],TCC_EA1_WRREQ_STALL[1],TCC_EA1_WRREQ_STALL[2],TCC_EA1_WRREQ_STALL[3],TCC_EA1_WRREQ_STALL[4],TCC_EA1_WRREQ_STALL[5],TCC_EA1_WRREQ_STALL[6],TCC_EA1_WRREQ_STALL[7],TCC_EA1_WRREQ_STALL[8],TCC_EA1_WRREQ_STALL[9],TCC_EA1_WRREQ_STALL[10],TCC_EA1_WRREQ_STALL[11],TCC_EA1_WRREQ_STALL[12],TCC_EA1_WRREQ_STALL[13],TCC_EA1_WRREQ_STALL[14],TCC_EA1_WRREQ_STALL[15],TCC_HIT[0],TCC_HIT[1],TCC_HIT[2],TCC_HIT[3],TCC_HIT[4],TCC_HIT[5],TCC_HIT[6],TCC_HIT[7],TCC_HIT[8],TCC_HIT[9],TCC_HIT[10],TCC_HIT[11],TCC_HIT[12],TCC_HIT[13],TCC_HIT[14],TCC_HIT[15],TCC_MISS[0],TCC_MISS[1],TCC_MISS[2],TCC_MISS[3],TCC_MISS[4],TCC_MISS[5],TCC_MISS[6],TCC_MISS[7],TCC_MISS[8],TCC_MISS[9],TCC_MISS[10],TCC_MISS[11],TCC_MISS[12],TCC_MISS[13],TCC_MISS[14],TCC_MISS[15],TCP_TCP_TA_DATA_STALL_CYCLES[0],TCP_TCP_TA_DATA_STALL_CYCLES[1],TCP_TCP_TA_DATA_STALL_CYCLES[2],TCP_TCP_TA_DATA_STALL_CYCLES[3],TCP_TCP_TA_DATA_STALL_CYCLES[4],TCP_TCP_TA_DATA_STALL_CYCLES[5],TCP_TCP_TA_DATA_STALL_CYCLES[6],TCP_TCP_TA_DATA_STALL_CYCLES[7],TCP_TCP_TA_DATA_STALL_CYCLES[8],TCP_TCP_TA_DATA_STALL_CYCLES[9],TCP_TCP_TA_DATA_STALL_CYCLES[10],TCP_TCP_TA_DATA_STALL_CYCLES[11],TCP_TCP_TA_DATA_STALL_CYCLES[12],TCP_TCP_TA_DATA_STALL_CYCLES[13],TCP_TCP_TA_DATA_STALL_CYCLES[14],TCP_TCP_TA_DATA_STALL_CYCLES[15],DispatchNs,BeginNs,EndNs,CompleteNs
19,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,40,847,847,65537024,8,0,0,36,0,32,64,0x0,56831769,56831769,3399747319,0,0,2244642277,0,16384250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13607710,55183058,56737711,60268805,53665418,57495362,55098859,53397196,61698094,55494987,57588860,39217125,55928094,55066813,54006366,52009302,648,782,0,770,772,809,805,916,236,773,786,404,231,896,685,927,822,779,935,785,510,799,547,726,848,721,747,836,909,589,879,45,1024108,1024016,1024108,1024016,1024104,1024108,1024108,1024016,1024016,1024016,1024106,1024108,1024108,1024016,1024108,1024016,1024143,1024308,1024184,1024391,1024201,1024385,1024301,1024593,1024557,1024302,1024210,1025521,1024149,1024838,1024145,1024462,2134883,8773435,8987577,9645357,8276610,9138731,8613160,8327358,10055516,8857693,9129087,6023121,8933145,8633269,8426407,7947978,1319540207446902,1319540209000718,1319540245029034,1319540245062703
20,_ZL47impose_hermitian_symmetry_interleaved_1D_kernelI14rocfft_complexIdEEvPT_mmmmb,0,0,41,847,847,1000,8,0,0,8,0,32,64,0x0,20685,20685,2250,0,0,1625,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,1666,1626,831,836,843,839,851,836,2453,2396,1883,2831,1594,2347,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,23,46,0,0,0,0,0,0,88,88,64,64,48,66,70,68,129,66,56,128,64,64,65,64,966,1346,1306,511,516,523,519,531,516,2101,2076,1643,2495,1274,2011,2034,1319540208987663,1319540245156230,1319540245160070,1319540245597234
21,c2r_even_pre_Ndiv4_dim1_dp_CI_CI,0,0,43,847,847,65536000,256,0,0,24,0,32,64,0x0,4615969,4615969,127940828,0,0,65050000,1539000,1538000,0,0,25776,101568,102336,102249,104721,101361,102057,102735,105081,101193,102036,76977,104622,101592,102318,102378,4533576,18321293,18307785,18312136,18265051,18336334,18342697,18303525,18251014,18330365,18307901,13737858,18244149,18351379,18315489,18312377,17843,23703,15666,43937,15504,12715,14571,1310184,27407,12569,13944,8521,23069,9945,12942,9974,15554,16782,17815,30063,17925,20443,11943,755477,32018,12234,15712,13380,41749,13291,14199,10408,952050,943014,946847,1204780,953326,947481,954895,1189115,1207049,948600,946741,947139,1199679,950635,947650,951868,2139981,2149434,2145924,2144042,2136367,2144893,2138157,2160859,2141653,2144255,2144646,2144411,2149034,2142285,2144660,2140037,3195540,11856055,11872861,11975725,12264083,11787575,11888711,11881550,11957890,12109329,11810404,8806211,12153636,11780642,11790147,12104873,1319540210188564,1319540245287747,1319540248201762,1319540248204586
22,fft_rtc_back_len_256_factors_4_4_4_4_wgs_256_tpt_64_dim_2_dp_op_CI_CI_sbcc_twdbase6_3step_dirReg,0,0,44,847,847,16384000,256,19456,0,60,0,32,64,0x0,8376776,8376776,347756210,0,9408000,73024000,3520000,1024000,59176000,13409267,59290,233805,234135,234795,237380,233970,233970,234630,236390,233640,233695,176385,236995,233420,233090,234410,4741124,19619228,19584598,19529309,19251641,19667949,19549568,19485376,19293888,19655828,19627304,14620777,19326027,19579369,19566049,19502995,847,877,758,942,771,1068,1502,437,1039,632,1384,782,606,1159,345,335,1369,920,1069,748,711,1361,1115,874,1145,810,1445,967,666,1080,1205,957,162431,133229,98390,161802,73927,161879,162461,202339,162402,133252,98390,162133,98479,161802,162523,140281,2048008,2048012,2048008,2048016,2048007,2048012,2048010,2048014,2048008,2048013,2048008,2048012,2048007,2048017,2048012,2048012,1381197,5901568,5871312,5783747,5574346,5927118,5910825,5816224,5652379,5888277,6033411,4347804,5710281,5953353,5996994,5937657,1319540211434075,1319540248324960,1319540253625321,1319540253628900
23,fft_rtc_back_len_256_factors_8_8_4_wgs_256_tpt_32_dim_2_dp_op_CI_CI_unitstride_sbrc_aligned_dirReg,0,0,45,847,847,8192000,256,32768,0,68,0,32,64,0x0,5604132,5604132,211229825,0,6144000,39552000,2688000,1024000,57344000,19258069,45192,177996,178584,179592,181608,177408,178416,179424,181944,177996,177828,134568,182196,177996,177492,179760,2948396,11917602,11947343,11896511,11759127,11964371,12042502,12024811,11772251,11990428,12067011,8973622,11906076,12037432,12031506,12078985,5008,11665,2719,10404,4642,6891,4985,8639,8751,11414,7905,3979,5027,5517,5738,6003,8105,17675,2866,11965,5723,7103,3582,7168,7592,8714,8593,4268,4460,6299,7163,5308,116888,137469,116954,116358,58210,116455,116602,140086,116376,134219,116840,116388,116920,116480,116726,125740,2048008,2048008,2048008,2048009,2048006,2048007,2048008,2048014,2048004,2048009,2048008,2048004,2048008,2048008,2048008,2048008,1177869,4829371,4902470,4798284,4651503,4925948,4969405,4871494,4597191,4923604,5000213,3598295,4683632,4925394,4934430,4896409,1319540212752856,1319540253745959,1319540257290360,1319540257293414
24,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,47,847,847,65537024,8,0,0,36,0,32,64,0x0,56832050,56832050,3399742862,0,0,2244642277,0,16384250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15206275,55459960,51271294,54149674,56990262,53174464,52085126,57134882,56171998,55458264,51009878,39560327,49670144,50170669,49058405,55223268,423,744,17,675,760,821,819,921,332,815,803,385,418,906,812,902,819,786,891,743,394,825,548,786,816,797,787,824,890,721,891,0,1024108,1024016,1024108,1024016,1024104,1024108,1024108,1024016,1024016,1024016,1024106,1024062,1024108,1024016,1024154,1024016,1024204,1024160,1024188,1024271,1024167,1024286,1024318,1024564,1024654,1024177,1024158,1026083,1024174,1024636,1024160,1024285,2526081,8669057,7916652,8453253,8981649,8149526,7992704,9012628,8847465,8750840,7879641,6027775,7598013,7550027,7388367,8542343,1319540257452534,1319540258995281,1319540295022797,1319540295050685
25,_ZL47impose_hermitian_symmetry_interleaved_1D_kernelI14rocfft_complexIdEEvPT_mmmmb,0,0,48,847,847,1000,8,0,0,8,0,32,64,0x0,20173,20173,2250,0,0,1625,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,810,819,2573,2548,3232,3261,2361,1628,887,866,677,1605,1905,1449,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,46,0,0,0,0,23,0,88,64,64,64,48,90,68,68,128,66,56,128,64,64,66,64,121,490,499,2221,2212,2896,2941,2041,1308,567,546,437,1269,1585,1129,1255,1319540258982385,1319540295149834,1319540295153354,1319540295583386
26,c2r_even_pre_Ndiv4_dim1_dp_CI_CI,0,0,50,847,847,65536000,256,0,0,24,0,32,64,0x0,4637957,4637957,127940101,0,0,65050000,1539000,1538000,0,0,25992,101643,102267,102390,104760,100842,102216,102495,104613,101241,102270,76782,105081,101781,102135,102492,4534206,18356880,18281667,18298089,18160872,18397195,18320673,18270893,18115039,18385306,18337268,13786760,18265843,18416475,18286391,18306636,16738,19832,17734,32527,15639,13281,13460,1492959,21068,10495,8241,11755,26499,10110,12153,9371,13447,14789,23343,34280,16102,11107,14912,638841,29199,10408,13596,11025,46645,10400,8022,9790,951429,943586,947936,1203485,953958,947247,954572,1186812,1206789,949531,947102,947286,1199539,950017,948100,952984,2141040,2149262,2145276,2145433,2136407,2145249,2138736,2163186,2141958,2144012,2144513,2145436,2149162,2143438,2144712,2139652,3201467,11864574,11984590,12036480,12289337,12151097,12126066,11936347,12238761,12043678,12261424,9042474,12264523,11902247,12038293,12070767,1319540260226676,1319540295281032,1319540298209766,1319540298212808
27,fft_rtc_back_len_256_factors_4_4_4_4_wgs_256_tpt_64_dim_2_dp_op_CI_CI_sbcc_twdbase6_3step_dirReg,0,0,51,847,847,16384000,256,19456,0,60,0,32,64,0x0,8368633,8368633,347753683,0,9408000,73024000,3520000,1024000,59176000,13434398,59345,234465,233970,235235,236775,234465,233750,235345,237105,233090,233310,175945,237270,233310,232485,234135,4795374,19501699,19603572,19468303,19286116,19504007,19577138,19405713,19305074,19619917,19610047,14584644,19241199,19600597,19635593,19557748,989,1389,875,1252,929,935,726,1202,817,1327,1457,505,880,1317,1109,447,723,1153,1102,1004,904,862,686,1103,901,1017,1171,899,769,427,1372,764,162641,133262,98537,161869,74038,161987,162546,202710,162556,133285,98537,162287,98646,161869,162687,140201,2048010,2048012,2048008,2048015,2048007,2048012,2048008,2048014,2048008,2048013,2048008,2048012,2048007,2048016,2048012,2048012,1383671,5812712,5942591,5816262,5616548,5863605,5933538,5740007,5660786,5934056,5975866,4393309,5584245,5967900,5989941,5890006,1319540261490667,1319540298332483,1319540303628525,1319540303631802
28,fft_rtc_back_len_256_factors_8_8_4_wgs_256_tpt_32_dim_2_dp_op_CI_CI_unitstride_sbrc_aligned_dirReg,0,0,52,847,847,8192000,256,32768,0,68,0,32,64,0x0,5596240,5596240,211233053,0,6144000,39552000,2688000,1024000,57344000,19327410,45108,178416,178248,179256,182364,177576,178500,178836,181524,177408,178752,134988,182196,177744,178332,178752,2889807,11939059,11868113,11919591,11722745,11965000,11886197,11915187,11731280,11957805,12000875,8976034,11830377,11972274,11997082,11974225,4100,9033,4649,9864,2338,7778,3057,5215,10989,6511,5207,7126,6388,4413,7703,7398,4888,8377,2347,5498,2938,6052,4005,5330,7201,3189,5221,5663,6903,5723,8374,5995,117408,137318,117382,116614,58542,116709,116836,140018,116610,134036,117260,116632,117438,116720,117158,125643,2048008,2048008,2048008,2048009,2048006,2048007,2048008,2048012,2048006,2048009,2048008,2048004,2048010,2048008,2048008,2048008,1144086,4874830,4840592,4835124,4611921,4897319,4816819,4811505,4626454,4906538,4945715,3629395,4647353,4872688,4926204,4831294,1319540262759728,1319540303749002,1319540307288923,1319540307292275
29,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,54,847,847,65537024,8,0,0,36,0,32,64,0x0,56831341,56831341,3399745729,0,0,2244642277,0,16384250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14570901,54588109,55768514,56765060,56158200,54326977,52382405,51270315,47083804,53973178,48157980,39869784,51542452,49597664,54365499,52854772,200,816,30,753,739,798,805,906,191,787,802,388,193,916,774,886,796,741,862,723,570,756,578,762,838,738,731,797,896,603,836,96,1024108,1024016,1024108,1024016,1024104,1024108,1024108,1024016,1024016,1024016,1024106,1024062,1024154,1024016,1024108,1024016,1024243,1024322,1024262,1024329,1024350,1024371,1024293,1024695,1024527,1024331,1024322,1025570,1024224,1024792,1024202,1024482,2365624,8524892,8763930,8970446,8854471,8469753,8129505,7823396,7054322,8585098,7233608,6176024,7958103,7538697,8480195,8289735,1319540307448145,1319540309014931,1319540345042278,1319540345077557
30,_ZL47impose_hermitian_symmetry_interleaved_1D_kernelI14rocfft_complexIdEEvPT_mmmmb,0,0,55,847,847,1000,8,0,0,8,0,32,64,0x0,26773,26773,2250,0,0,1625,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,1358,819,826,1414,1464,1463,2246,1519,1471,2194,1183,2171,2137,1449,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,92,0,46,0,0,0,0,0,0,112,64,65,64,48,66,70,68,128,66,56,128,64,64,65,64,122,1038,499,506,1078,1144,1143,1910,1199,1151,1858,943,1835,1801,1129,1155,1319540309001887,1319540345169474,1319540345176994,1319540345600427
31,c2r_even_pre_Ndiv4_dim1_dp_CI_CI,0,0,57,847,847,65536000,256,0,0,24,0,32,64,0x0,4630347,4630347,127941563,0,0,65050000,1539000,1538000,0,0,26100,101595,102414,102285,105153,101220,101907,102645,104577,101499,102486,76953,104457,101223,102264,102222,4494196,18385530,18332444,18320736,18149978,18368918,18364217,18308584,18207678,18396428,18350042,13762249,18199114,18351136,18379078,18315088,10332,15812,15147,34918,16138,9642,13043,1207677,25425,9079,10466,12210,25688,9483,10879,9175,11240,13787,13479,30164,18723,14868,12507,972285,23012,8125,11795,7310,39147,7477,10450,8336,951608,942690,947422,1203810,953369,946052,954548,1187850,1207361,948174,947020,947013,1200550,950223,947663,951936,2140888,2149647,2145847,2145454,2136627,2146250,2138651,2162519,2141887,2144793,2144247,2145057,2148761,2143111,2144953,2140063,3071147,12030860,12014860,11994662,12283043,11881733,12119666,12175125,12180970,12005886,11953555,9053161,12220850,11921742,12062139,12156002,1319540310224628,1319540345305151,1319540348230045,1319540348234639
32,fft_rtc_back_len_256_factors_4_4_4_4_wgs_256_tpt_64_dim_2_dp_op_CI_CI_sbcc_twdbase6_3step_dirReg,0,0,58,847,847,16384000,256,19456,0,60,0,32,64,0x0,8368994,8368994,347754551,0,9408000,73024000,3520000,1024000,59176000,13418970,59510,233805,233860,235290,236830,233530,234080,234960,237490,233145,233640,176110,236555,232815,233860,234520,4816169,19564856,19586347,19402191,19296019,19581434,19555371,19400895,19266490,19564729,19605128,14628381,19346508,19580459,19598649,19498675,1125,1223,2882,1092,717,847,1022,1016,1294,1655,1389,1663,1245,900,273,554,1051,1040,2809,1252,760,1015,1254,1663,1208,1078,1108,876,1209,793,1467,1008,162477,133165,98389,161823,73911,161920,162432,202405,162432,133188,98435,162140,98525,161822,162569,140255,2048008,2048012,2048008,2048014,2048007,2048012,2048008,2048014,2048008,2048013,2048010,2048012,2048007,2048016,2048012,2048012,1392451,5858386,5920131,5718736,5592040,5960620,5856595,5812882,5604390,5912148,5895785,4299724,5626052,5988648,5944060,5811581,1319540311473279,1319540348351323,1319540353647363,1319540353650794
33,fft_rtc_back_len_256_factors_8_8_4_wgs_256_tpt_32_dim_2_dp_op_CI_CI_unitstride_sbrc_aligned_dirReg,0,0,59,847,847,8192000,256,32768,0,68,0,32,64,0x0,5589846,5589846,211229515,0,6144000,39552000,2688000,1024000,57344000,19300358,45276,177828,178836,177828,182196,177324,178080,178920,182196,177408,178752,134400,183120,177996,178500,179340,2920160,11979822,11876773,11860798,11731278,11960026,11878678,11888655,11717590,11957982,11914403,8934976,11847045,11996673,11951258,12041116,3311,6230,6767,9608,8169,7711,5300,9456,5594,6502,3685,6395,6543,6176,7110,6830,2663,5831,3957,7726,6883,7553,3867,6820,5050,5123,4272,6982,2963,6476,5328,8435,117140,137429,117186,116576,58492,116725,116750,140279,116654,134406,117102,116640,117162,116736,116920,125625,2048008,2048008,2048008,2048009,2048006,2048007,2048008,2048013,2048004,2048009,2048010,2048004,2048008,2048008,2048008,2048008,1143120,4931787,4851130,4823064,4604486,4895314,4879382,4806130,4541580,4894644,4844897,3620212,4592721,4875383,4867053,4867555,1319540312797030,1319540353767680,1319540357302641,1319540357306217
34,_ZL39generate_random_interleaved_data_kernelI12input_val_1DImEdEvT_S2_mmS2_P14rocfft_complexIT0_ES2_mS2_m,0,0,61,847,847,65537024,8,0,0,36,0,32,64,0x0,56831505,56831505,3399746618,0,0,2244642277,0,16384250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14625984,47954433,56324805,52595435,47560663,45349920,49225813,43863243,48611302,50803295,50789383,35113194,46876147,52050802,53199055,45647460,751,794,33,719,789,818,803,892,281,759,794,475,402,913,721,935,791,747,915,784,357,804,532,839,821,756,759,831,887,634,854,15,1024108,1024016,1024108,1024016,1024150,1024108,1024108,1024016,1024016,1024016,1024106,1024062,1024108,1024016,1024108,1024016,1024186,1024252,1024130,1024153,1024196,1024334,1024428,1024543,1024743,1024226,1024154,1025545,1024156,1024719,1024305,1024288,2360974,7149300,8893580,8091804,7067288,6561255,7516906,6330076,7385939,7807678,7706406,5162175,6936597,8072425,8287674,6683902,1319540357464657,1319540359006122,1319540395031710,1319540395646889
35,_ZL47impose_hermitian_symmetry_interleaved_1D_kernelI14rocfft_complexIdEEvPT_mmmmb,0,0,62,847,847,1000,8,0,0,8,0,32,64,0x0,26394,26394,2250,0,0,1625,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,809,813,823,825,1524,1492,2147,2061,1503,2087,2005,2060,2072,1443,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,92,0,46,0,0,0,0,0,0,88,64,64,64,73,66,70,68,128,66,56,128,64,64,65,64,122,489,493,503,505,1188,1172,1811,1741,1183,1751,1749,1724,1752,1123,1106,1319540358991818,1319540395158747,1319540395166267,1319540396783090
36,c2r_even_pre_Ndiv4_dim1_dp_CI_CI,0,0,64,847,847,65536000,256,0,0,24,0,32,64,0x0,4612668,4612668,127941537,0,0,65050000,1539000,1538000,0,0,26103,101739,102663,102432,104499,101880,101763,103032,104316,101502,101892,76632,104295,101202,102033,103017,4554060,18292240,18290433,18262623,18198265,18299183,18287068,18269683,18146351,18293655,18255878,13697008,18224227,18274168,18271626,18238631,11813,18903,13828,34737,12214,11503,10857,1296552,22514,13821,13731,9647,20557,11867,10803,12330,14791,15585,18820,33416,19229,16106,13252,681495,31277,8743,15161,8282,50105,10311,10246,8249,952530,944396,947520,1204962,954466,948344,955033,1190545,1207729,950053,948533,948633,1200573,951110,949169,953687,2139971,2148116,2145172,2143756,2135788,2144128,2137549,2160070,2140850,2143117,2142928,2143486,2148272,2141751,2143272,2138643,3150443,11727511,11702335,11986427,12284810,11767239,11966129,11789183,12272889,11814290,11816911,8954277,12205084,11802840,11821720,11772024,1319540360226279,1319540395293784,1319540398206678,1319540398209941
37,fft_rtc_back_len_256_factors_4_4_4_4_wgs_256_tpt_64_dim_2_dp_op_CI_CI_sbcc_twdbase6_3step_dirReg,0,0,65,847,847,16384000,256,19456,0,60,0,32,64,0x0,8375196,8375196,347756106,0,9408000,73024000,3520000,1024000,59176000,13475924,59510,234025,234245,235180,236775,233640,233860,234905,237105,233365,233365,176110,236775,233145,233365,234630,4810205,19597104,19601969,19514226,19313689,19625387,19620758,19506105,19325675,19611795,19622367,14608378,19288097,19678262,19608216,19484336,905,2128,670,883,870,788,1086,1092,739,1312,759,1190,955,813,900,750,780,1316,990,998,756,1063,935,944,1085,1175,842,680,1343,770,1053,1057,162589,133212,98527,161907,74000,161968,162567,202694,162519,133235,98527,162242,98638,161906,162681,140293,2048008,2048012,2048008,2048015,2048007,2048012,2048008,2048016,2048008,2048013,2048008,2048012,2048007,2048017,2048012,2048012,1379717,5899782,5840700,5841765,5577299,5894581,5904667,5815444,5667759,5968674,5977347,4353593,5652949,5997795,6007257,5882313,1319540361492541,1319540398329075,1319540403628956,1319540403632816
38,fft_rtc_back_len_256_factors_8_8_4_wgs_256_tpt_32_dim_2_dp_op_CI_CI_unitstride_sbrc_aligned_dirReg,0,0,66,847,847,8192000,256,32768,0,68,0,32,64,0x0,5600323,5600323,211227545,0,6144000,39552000,2688000,1024000,57344000,19305074,45528,177660,178248,178836,182028,177660,178164,179256,182112,178248,177576,133980,182448,178416,178164,179676,2992589,11923025,11953430,11922600,11742012,11956037,11946455,11945424,11846479,11956480,12046150,8935945,11805323,12064975,12014190,12066250,5965,6611,3200,8585,7539,11141,7140,6735,8320,5344,4431,5742,4045,8363,7109,5708,8989,4151,2516,7817,6733,6765,6311,7916,8229,5060,7253,6399,4581,7011,3945,6146,117402,136413,117402,116724,59090,116813,116814,139878,116720,134263,117336,116762,117404,116836,117210,124508,2048008,2048008,2048008,2048009,2048006,2048007,2048006,2048010,2048004,2048011,2048008,2048004,2048008,2048008,2048008,2048008,1203639,4899776,4887210,4829093,4584244,4919497,4894217,4829368,4643624,4879559,4981425,3633077,4617310,4929779,4913102,4880869,1319540362760742,1319540403749433,1319540407291593,1319540407294999
